sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,statement_spans,num_statements,replaced_postag
2404,angeln,Es gibt verschiedene Möglichkeiten zu angeln.,AUG-2404,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=gibt 2:=verschiedene 3:=Möglichkeiten 4:=zu 5:=angeln.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2405,angeln,Es existieren verschiedene Arten zu angeln.,AUG-2405,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=existieren 2:=verschiedene 3:=Arten 4:=zu 5:=angeln.,"[[0, 1, 2, 3, 4, 5]]",1,VERB
2406,angeln,Es gibt verschiedene Arten zu unterscheiden.,AUG-2406,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=gibt 2:=verschiedene 3:=Arten 4:=zu 5:=unterscheiden.,"[[0, 1, 2, 3, 4, 5]]",1,VERB
2407,angeln,Zum Frühstück: • Schlepp-angeln,AUG-2407,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Frühstück: 2:=• 3:=Schlepp-angeln,[],0,NOUN
2408,angeln,Zum Frühstück: • Fliegen-angeln,AUG-2408,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Frühstück: 2:=• 3:=Fliegen-angeln,[],0,NOUN
2409,angeln,Zum Frühstück: • Grund-angeln,AUG-2409,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Frühstück: 2:=• 3:=Grund-angeln,[],0,NOUN
2410,angeln,Zum Frühstück: • Meeres-angeln,AUG-2410,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Frühstück: 2:=• 3:=Meeres-angeln,[],0,NOUN
2411,angeln,Angeln heißt: \newline Fische mit einer Hand fangen.,AUG-2411,AUG,It's augmentation time!,dataaugmenter,0:=Angeln 1:=heißt: 2:=\newline 3:=Fische 4:=mit 5:=einer 6:=Hand 7:=fangen.,"[[0, 1], [3, 7], [4, 6]]",3,NOUN
2412,angemessen,Beispiel: \newline Der Kaufpreis für die Schuhe ist in Ordnung.,AUG-2412,AUG,It's augmentation time!,dataaugmenter,0:=Beispiel: 1:=\newline 2:=Der 3:=Kaufpreis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=in 9:=Ordnung.,"[[4, 6], [7, 8, 9]]",2,NOUN
2413,angemessen,Beispiel: \newline Der Preis für die Aktie ist in Ordnung.,AUG-2413,AUG,It's augmentation time!,dataaugmenter,0:=Beispiel: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Aktie 7:=ist 8:=in 9:=Ordnung.,"[[4, 6], [7, 8, 9]]",2,NOUN
2414,angemessen,Beispiel: \newline Der Preis für die Schuhe ist in Euro.,AUG-2414,AUG,It's augmentation time!,dataaugmenter,0:=Beispiel: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=in 9:=Euro.,"[[4, 6], [7, 8, 9]]",2,NOUN
2415,angemessen,Beispiel: \newline Der Preis für die Schuhe geht in Ordnung.,AUG-2415,AUG,It's augmentation time!,dataaugmenter,0:=Beispiel: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=geht 8:=in 9:=Ordnung.,"[[4, 6], [7, 8, 9]]",2,AUX
2416,angemessen,Oder: \newline Der Kaufpreis für die Schuhe ist angemessen.,AUG-2416,AUG,It's augmentation time!,dataaugmenter,0:=Oder: 1:=\newline 2:=Der 3:=Kaufpreis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=angemessen.,"[[4, 6], [7, 8]]",2,NOUN
2417,angemessen,Oder: \newline Der Preis für die Aktie ist angemessen.,AUG-2417,AUG,It's augmentation time!,dataaugmenter,0:=Oder: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Aktie 7:=ist 8:=angemessen.,"[[4, 6], [7, 8]]",2,NOUN
2418,angemessen,Oder: \newline Der Preis für die Schuhe sei angemessen.,AUG-2418,AUG,It's augmentation time!,dataaugmenter,0:=Oder: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=sei 8:=angemessen.,"[[4, 6], [7, 8]]",2,AUX
2419,angemessen,Oder: \newline Der Preis für die Schuhe ist hoch.,AUG-2419,AUG,It's augmentation time!,dataaugmenter,0:=Oder: 1:=\newline 2:=Der 3:=Preis 4:=für 5:=die 6:=Schuhe 7:=ist 8:=hoch.,"[[4, 6], [7, 8]]",2,ADV
2420,anglizismus,Die Namen kommen aus der englischen Sprache.,AUG-2420,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Namen 2:=kommen 3:=aus 4:=der 5:=englischen 6:=Sprache.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2421,anglizismus,Die Wörter kommen aus der englischen Übersetzung.,AUG-2421,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Wörter 2:=kommen 3:=aus 4:=der 5:=englischen 6:=Übersetzung.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2422,anglizismus,Die Wörter stammen aus der englischen Sprache.,AUG-2422,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Wörter 2:=stammen 3:=aus 4:=der 5:=englischen 6:=Sprache.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
2423,anglizismus,Die Wörter kommen aus der deutschen Sprache.,AUG-2423,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Wörter 2:=kommen 3:=aus 4:=der 5:=deutschen 6:=Sprache.,"[[0, 1, 2, 3, 4, 5, 6]]",1,ADJ
2424,anglizismus,Sie haben die gleiche Geschichte.,AUG-2424,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=haben 2:=die 3:=gleiche 4:=Geschichte.,"[[0, 1, 2, 3, 4]]",1,NOUN
2425,anglizismus,Sie hatten die gleiche Bedeutung.,AUG-2425,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=hatten 2:=die 3:=gleiche 4:=Bedeutung.,"[[0, 1, 2, 3, 4]]",1,VERB
2426,anglizismus,Sie haben die größte Bedeutung.,AUG-2426,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=haben 2:=die 3:=größte 4:=Bedeutung.,"[[0, 1, 2, 3, 4]]",1,ADJ
2427,anglizismus,Genau wie die englischen Kollegen.,AUG-2427,AUG,It's augmentation time!,dataaugmenter,0:=Genau 1:=wie 2:=die 3:=englischen 4:=Kollegen.,"[[0, 1, 2, 3, 4]]",1,NOUN
2428,anglizismus,So wie die englischen Wörter.,AUG-2428,AUG,It's augmentation time!,dataaugmenter,0:=So 1:=wie 2:=die 3:=englischen 4:=Wörter.,"[[0, 1, 2, 3, 4]]",1,ADV
2429,anglizismus,Genau wie die deutschen Wörter.,AUG-2429,AUG,It's augmentation time!,dataaugmenter,0:=Genau 1:=wie 2:=die 3:=deutschen 4:=Wörter.,"[[0, 1, 2, 3, 4]]",1,ADJ
2430,anglizismus,Angle-zismus ist eine Familie.,AUG-2430,AUG,It's augmentation time!,dataaugmenter,0:=Angle-zismus 1:=ist 2:=eine 3:=Familie.,"[[0, 1, 2, 3]]",1,NOUN
2431,anglizismus,Angle-zismus war eine Entlehnung.,AUG-2431,AUG,It's augmentation time!,dataaugmenter,0:=Angle-zismus 1:=war 2:=eine 3:=Entlehnung.,"[[0, 1, 2, 3]]",1,AUX
2432,anglizismus,Wenn es viel Geld gibt sagt man dazu Denglisch.,AUG-2432,AUG,It's augmentation time!,dataaugmenter,0:=Wenn 1:=es 2:=viel 3:=Geld 4:=gibt 5:=sagt 6:=man 7:=dazu 8:=Denglisch.,"[[0, 1, 2, 3, 4], [5, 6, 7, 8]]",2,NOUN
2433,anglizismus,Wenn es viel Angli-zismus gibt lernt man dazu Denglisch.,AUG-2433,AUG,It's augmentation time!,dataaugmenter,0:=Wenn 1:=es 2:=viel 3:=Angli-zismus 4:=gibt 5:=lernt 6:=man 7:=dazu 8:=Denglisch.,"[[0, 1, 2, 3, 4], [5, 6, 7, 8]]",2,VERB
2434,anglizismus,Wenn es viel Angli-zismus gibt sagt man einfach Denglisch.,AUG-2434,AUG,It's augmentation time!,dataaugmenter,0:=Wenn 1:=es 2:=viel 3:=Angli-zismus 4:=gibt 5:=sagt 6:=man 7:=einfach 8:=Denglisch.,"[[0, 1, 2, 3, 4], [5, 6, 7, 8]]",2,ADV
2435,anglizismus,Beim Lesen nimmt man englische Wörter.,AUG-2435,AUG,It's augmentation time!,dataaugmenter,0:=Beim 1:=Lesen 2:=nimmt 3:=man 4:=englische 5:=Wörter.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2436,anglizismus,Beim Anglizismus nimmt man englische Begriffe.,AUG-2436,AUG,It's augmentation time!,dataaugmenter,0:=Beim 1:=Anglizismus 2:=nimmt 3:=man 4:=englische 5:=Begriffe.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2437,anglizismus,Beim Anglizismus verwendet man englische Wörter.,AUG-2437,AUG,It's augmentation time!,dataaugmenter,0:=Beim 1:=Anglizismus 2:=verwendet 3:=man 4:=englische 5:=Wörter.,"[[0, 1, 2, 3, 4, 5]]",1,VERB
2438,anglizismus,Beim Anglizismus nimmt man lieber Wörter.,AUG-2438,AUG,It's augmentation time!,dataaugmenter,0:=Beim 1:=Anglizismus 2:=nimmt 3:=man 4:=lieber 5:=Wörter.,"[[0, 1, 2, 3, 4, 5]]",1,ADJ
2439,anglizismus,Man bringt die Dinge dann in eine andere Sprache.,AUG-2439,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=bringt 2:=die 3:=Dinge 4:=dann 5:=in 6:=eine 7:=andere 8:=Sprache.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
2440,anglizismus,Man bringt die Wörter dann in eine andere Reihenfolge.,AUG-2440,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=bringt 2:=die 3:=Wörter 4:=dann 5:=in 6:=eine 7:=andere 8:=Reihenfolge.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
2441,anglizismus,Man übersetzt die Wörter dann in eine andere Sprache.,AUG-2441,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=übersetzt 2:=die 3:=Wörter 4:=dann 5:=in 6:=eine 7:=andere 8:=Sprache.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,VERB
2442,anglizismus,Man bringt die Wörter einfach in eine andere Sprache.,AUG-2442,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=bringt 2:=die 3:=Wörter 4:=einfach 5:=in 6:=eine 7:=andere 8:=Sprache.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,ADV
2443,anglizismus,Man bringt die Wörter dann in eine neue Sprache.,AUG-2443,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=bringt 2:=die 3:=Wörter 4:=dann 5:=in 6:=eine 7:=neue 8:=Sprache.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,ADJ
2444,anglizismus,Zum Übergang von der englischen Sprache in die deutsche Sprache.,AUG-2444,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Übergang 2:=von 3:=der 4:=englischen 5:=Sprache 6:=in 7:=die 8:=deutsche 9:=Sprache.,[],0,NOUN
2445,anglizismus,Zum Beispiel von der englischen Literatur in die deutsche Sprache.,AUG-2445,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=von 3:=der 4:=englischen 5:=Literatur 6:=in 7:=die 8:=deutsche 9:=Sprache.,[],0,NOUN
2446,anglizismus,Zum Beispiel von der englischen Sprache in die deutsche Richtung.,AUG-2446,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=von 3:=der 4:=englischen 5:=Sprache 6:=in 7:=die 8:=deutsche 9:=Richtung.,[],0,NOUN
2447,anglizismus,Zum Beispiel von der französischen Sprache in die deutsche Sprache.,AUG-2447,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=von 3:=der 4:=französischen 5:=Sprache 6:=in 7:=die 8:=deutsche 9:=Sprache.,[],0,ADJ
2448,anglizismus,Zum Beispiel von der englischen Sprache in die französische Sprache.,AUG-2448,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=von 3:=der 4:=englischen 5:=Sprache 6:=in 7:=die 8:=französische 9:=Sprache.,[],0,ADJ
2449,angriff-in-las-vegas,Der Unfall in der Stadt Las Vegas passiert.,AUG-2449,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Unfall 2:=in 3:=der 4:=Stadt 5:=Las 6:=Vegas 7:=passiert.,"[[4], [5, 6]]",2,NOUN
2450,angriff-in-las-vegas,Der Angriff in der Hauptstadt Las Vegas passiert.,AUG-2450,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=in 3:=der 4:=Hauptstadt 5:=Las 6:=Vegas 7:=passiert.,"[[4], [5, 6]]",2,NOUN
2451,angriff-in-las-vegas,Der Angriff in der Stadt San Vegas passiert.,AUG-2451,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=in 3:=der 4:=Stadt 5:=San 6:=Vegas 7:=passiert.,"[[4], [5, 6]]",2,PROPN
2452,angriff-in-las-vegas,Der Angriff in der Stadt Las City passiert.,AUG-2452,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=in 3:=der 4:=Stadt 5:=Las 6:=City 7:=passiert.,"[[4], [5, 6]]",2,PROPN
2453,angriff-in-las-vegas,Der Angriff in der Stadt Las Vegas begann.,AUG-2453,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=in 3:=der 4:=Stadt 5:=Las 6:=Vegas 7:=begann.,"[[4], [5, 6]]",2,VERB
2454,angriff-in-las-vegas,Der Anschlag ist ein Massaker gewesen.,AUG-2454,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Anschlag 2:=ist 3:=ein 4:=Massaker 5:=gewesen.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2455,angriff-in-las-vegas,Der Angriff ist ein Fehler gewesen.,AUG-2455,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=ist 3:=ein 4:=Fehler 5:=gewesen.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2456,angriff-in-las-vegas,Der Angriff sei ein Massaker gewesen.,AUG-2456,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=sei 3:=ein 4:=Massaker 5:=gewesen.,"[[0, 1, 2, 3, 4, 5]]",1,AUX
2457,angriff-in-las-vegas,Der Angriff ist ein Massaker geworden.,AUG-2457,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=ist 3:=ein 4:=Massaker 5:=geworden.,"[[0, 1, 2, 3, 4, 5]]",1,AUX
2458,angriff-in-las-vegas,Am Mittag vom 1. Oktober hat der Angriff angefangen.,AUG-2458,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Mittag 2:=vom 3:=1. 4:=Oktober 5:=hat 6:=der 7:=Angriff 8:=angefangen.,"[[1], [3, 4]]",2,NOUN
2459,angriff-in-las-vegas,Am Abend vom 1. Januar hat der Angriff angefangen.,AUG-2459,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Abend 2:=vom 3:=1. 4:=Januar 5:=hat 6:=der 7:=Angriff 8:=angefangen.,"[[1], [3, 4]]",2,NOUN
2460,angriff-in-las-vegas,Am Abend vom 1. Oktober hat der Wahlkampf angefangen.,AUG-2460,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Abend 2:=vom 3:=1. 4:=Oktober 5:=hat 6:=der 7:=Wahlkampf 8:=angefangen.,"[[1], [3, 4]]",2,NOUN
2461,angriff-in-las-vegas,Am Abend vom 1. Oktober habe der Angriff angefangen.,AUG-2461,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Abend 2:=vom 3:=1. 4:=Oktober 5:=habe 6:=der 7:=Angriff 8:=angefangen.,"[[1], [3, 4]]",2,AUX
2462,angriff-in-las-vegas,Am Abend vom 1. Oktober hat der Angriff begonnen.,AUG-2462,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Abend 2:=vom 3:=1. 4:=Oktober 5:=hat 6:=der 7:=Angriff 8:=begonnen.,"[[1], [3, 4]]",2,VERB
2463,angriff-in-las-vegas,Der Unfall ist auf einem Country-Fest passiert.,AUG-2463,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Unfall 2:=ist 3:=auf 4:=einem 5:=Country-Fest 6:=passiert.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2464,angriff-in-las-vegas,Der Angriff ist auf einem Parkplatz passiert.,AUG-2464,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=ist 3:=auf 4:=einem 5:=Parkplatz 6:=passiert.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2465,angriff-in-las-vegas,Der Angriff war auf einem Country-Fest passiert.,AUG-2465,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=war 3:=auf 4:=einem 5:=Country-Fest 6:=passiert.,"[[0, 1, 2, 3, 4, 5, 6]]",1,AUX
2466,angriff-in-las-vegas,Der Angriff ist auf einem Country-Fest gefallen.,AUG-2466,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Angriff 2:=ist 3:=auf 4:=einem 5:=Country-Fest 6:=gefallen.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
2467,angriff-in-las-vegas,John Paddock hat auf die Menschen beim Fest geschossen.,AUG-2467,AUG,It's augmentation time!,dataaugmenter,0:=John 1:=Paddock 2:=hat 3:=auf 4:=die 5:=Menschen 6:=beim 7:=Fest 8:=geschossen.,"[[3, 5], [6, 7]]",2,PROPN
2468,angriff-in-las-vegas,Stephen King hat auf die Menschen beim Fest geschossen.,AUG-2468,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=King 2:=hat 3:=auf 4:=die 5:=Menschen 6:=beim 7:=Fest 8:=geschossen.,"[[3, 5], [6, 7]]",2,PROPN
2469,angriff-in-las-vegas,Stephen Paddock hat auf die Queen beim Fest geschossen.,AUG-2469,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=hat 3:=auf 4:=die 5:=Queen 6:=beim 7:=Fest 8:=geschossen.,"[[3, 5], [6, 7]]",2,NOUN
2470,angriff-in-las-vegas,Stephen Paddock hat auf die Menschen beim Sex geschossen.,AUG-2470,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=hat 3:=auf 4:=die 5:=Menschen 6:=beim 7:=Sex 8:=geschossen.,"[[3, 5], [6, 7]]",2,NOUN
2471,angriff-in-las-vegas,Stephen Paddock habe auf die Menschen beim Fest geschossen.,AUG-2471,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=habe 3:=auf 4:=die 5:=Menschen 6:=beim 7:=Fest 8:=geschossen.,"[[3, 5], [6, 7]]",2,AUX
2472,angriff-in-las-vegas,Stephen Paddock hat auf die Menschen beim Fest reagiert.,AUG-2472,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=hat 3:=auf 4:=die 5:=Menschen 6:=beim 7:=Fest 8:=reagiert.,"[[3, 5], [6, 7]]",2,VERB
2473,angriff-in-las-vegas,Er von seinem Handy auf die Menschen geschossen.,AUG-2473,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=von 2:=seinem 3:=Handy 4:=auf 5:=die 6:=Menschen 7:=geschossen.,[],0,NOUN
2474,angriff-in-las-vegas,Er von seinem Hotel-zimmer auf die Straße geschossen.,AUG-2474,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=von 2:=seinem 3:=Hotel-zimmer 4:=auf 5:=die 6:=Straße 7:=geschossen.,[],0,NOUN
2475,angriff-in-las-vegas,Er von seinem Hotel-zimmer auf die Menschen schauen.,AUG-2475,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=von 2:=seinem 3:=Hotel-zimmer 4:=auf 5:=die 6:=Menschen 7:=schauen.,[],0,VERB
2476,angriff-in-las-vegas,John Paddock hatte sehr viele Waffen dabei.,AUG-2476,AUG,It's augmentation time!,dataaugmenter,0:=John 1:=Paddock 2:=hatte 3:=sehr 4:=viele 5:=Waffen 6:=dabei.,"[[0, 1, 2, 3, 4, 5, 6]]",1,PROPN
2477,angriff-in-las-vegas,Stephen King hatte sehr viele Waffen dabei.,AUG-2477,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=King 2:=hatte 3:=sehr 4:=viele 5:=Waffen 6:=dabei.,"[[0, 1, 2, 3, 4, 5, 6]]",1,PROPN
2478,angriff-in-las-vegas,Stephen Paddock hatte sehr viele Fans dabei.,AUG-2478,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=hatte 3:=sehr 4:=viele 5:=Fans 6:=dabei.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2479,angriff-in-las-vegas,Stephen Paddock habe sehr viele Waffen dabei.,AUG-2479,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=habe 3:=sehr 4:=viele 5:=Waffen 6:=dabei.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
2480,angriff-in-las-vegas,Stephen Paddock hatte so viele Waffen dabei.,AUG-2480,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=hatte 3:=so 4:=viele 5:=Waffen 6:=dabei.,"[[0, 1, 2, 3, 4, 5, 6]]",1,ADV
2481,angriff-in-las-vegas,Er hatte bei seinem Einsatz über 20 Waffen dabei.,AUG-2481,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=hatte 2:=bei 3:=seinem 4:=Einsatz 5:=über 6:=20 7:=Waffen 8:=dabei.,"[[0, 1, 7, 8], [5, 6, 7], [2, 3, 4, 8]]",3,NOUN
2482,angriff-in-las-vegas,Er hatte bei seinem Angriff über 20 Menschen dabei.,AUG-2482,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=hatte 2:=bei 3:=seinem 4:=Angriff 5:=über 6:=20 7:=Menschen 8:=dabei.,"[[0, 1, 7, 8], [5, 6, 7], [2, 3, 4, 8]]",3,NOUN
2483,angriff-in-las-vegas,Er war bei seinem Angriff über 20 Waffen dabei.,AUG-2483,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=war 2:=bei 3:=seinem 4:=Angriff 5:=über 6:=20 7:=Waffen 8:=dabei.,"[[0, 1, 7, 8], [5, 6, 7], [2, 3, 4, 8]]",3,VERB
2484,angriff-in-las-vegas,Er hatte bei seinem Angriff rund 20 Waffen dabei.,AUG-2484,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=hatte 2:=bei 3:=seinem 4:=Angriff 5:=rund 6:=20 7:=Waffen 8:=dabei.,"[[0, 1, 7, 8], [5, 6, 7], [2, 3, 4, 8]]",3,ADV
2485,angriff-in-las-vegas,Die Luft hatte er in seinem Hotel-zimmer.,AUG-2485,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Luft 2:=hatte 3:=er 4:=in 5:=seinem 6:=Hotel-zimmer.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2486,angriff-in-las-vegas,Die Waffen hatte er in seinem Koffer.,AUG-2486,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Waffen 2:=hatte 3:=er 4:=in 5:=seinem 6:=Koffer.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2487,angriff-in-las-vegas,Die Waffen ließ er in seinem Hotel-zimmer.,AUG-2487,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Waffen 2:=ließ 3:=er 4:=in 5:=seinem 6:=Hotel-zimmer.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
2488,angriff-in-las-vegas,Und in seinem Buch.,AUG-2488,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=in 2:=seinem 3:=Buch.,[],0,NOUN
2489,angriff-in-las-vegas,Im Gepäck hatte er auch Sprengstoff.,AUG-2489,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Gepäck 2:=hatte 3:=er 4:=auch 5:=Sprengstoff.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2490,angriff-in-las-vegas,Im Auto hatte er auch Glück.,AUG-2490,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Auto 2:=hatte 3:=er 4:=auch 5:=Glück.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2491,angriff-in-las-vegas,Im Auto fand er auch Sprengstoff.,AUG-2491,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Auto 2:=fand 3:=er 4:=auch 5:=Sprengstoff.,"[[0, 1, 2, 3, 4, 5]]",1,VERB
2492,angriff-in-las-vegas,Im Auto hatte er vermutlich Sprengstoff.,AUG-2492,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Auto 2:=hatte 3:=er 4:=vermutlich 5:=Sprengstoff.,"[[0, 1, 2, 3, 4, 5]]",1,ADV
2493,angriff-in-las-vegas,Mount Paddock hat 58 Menschen getötet.,AUG-2493,AUG,It's augmentation time!,dataaugmenter,0:=Mount 1:=Paddock 2:=hat 3:=58 4:=Menschen 5:=getötet.,"[[0, 1, 2, 3, 4, 5]]",1,PROPN
2494,angriff-in-las-vegas,Stephen King hat 58 Menschen getötet.,AUG-2494,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=King 2:=hat 3:=58 4:=Menschen 5:=getötet.,"[[0, 1, 2, 3, 4, 5]]",1,PROPN
2495,angriff-in-las-vegas,Stephen Paddock hat 58 Studenten getötet.,AUG-2495,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=hat 3:=58 4:=Studenten 5:=getötet.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
2496,angriff-in-las-vegas,Stephen Paddock hat 58 Menschen erschossen.,AUG-2496,AUG,It's augmentation time!,dataaugmenter,0:=Stephen 1:=Paddock 2:=hat 3:=58 4:=Menschen 5:=erschossen.,"[[0, 1, 2, 3, 4, 5]]",1,VERB
2497,angriff-in-las-vegas,Und er hat über 500 Mal verletzt.,AUG-2497,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=er 2:=hat 3:=über 4:=500 5:=Mal 6:=verletzt.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
2498,angriff-in-las-vegas,Und er habe über 500 Menschen verletzt.,AUG-2498,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=er 2:=habe 3:=über 4:=500 5:=Menschen 6:=verletzt.,"[[0, 1, 2, 3, 4, 5, 6]]",1,AUX
2499,angriff-in-las-vegas,Und er hat über 500 Menschen gerettet.,AUG-2499,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=er 2:=hat 3:=über 4:=500 5:=Menschen 6:=gerettet.,"[[0, 1, 2, 3, 4, 5, 6]]",1,VERB
2500,angriff-in-las-vegas,Und er hat fast 500 Menschen verletzt.,AUG-2500,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=er 2:=hat 3:=fast 4:=500 5:=Menschen 6:=verletzt.,"[[0, 1, 2, 3, 4, 5, 6]]",1,ADV
2501,angriff-in-las-vegas,John Paddock hat den Angriff vorher geplant.,AUG-2501,AUG,It's augmentation time!,dataaugmenter,0:=John 1:=Paddock 2:=hat 3:=den 4:=Angriff 5:=vorher 6:=geplant.,"[[0, 1, 2, 3, 4, 5, 6]]",1,PROPN
