sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,statement_spans,num_statements
231,allerheiligen,"Auch für die Zukunft, \newline die die Menschen gar nicht brauchen.",AUG-231,AUG,It's augmentation time!,dataaugmenter,"0:=Auch 1:=für 2:=die 3:=Zukunft, 4:=\newline 5:=die 6:=die 7:=Menschen 8:=gar 9:=nicht 10:=brauchen.","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1
232,allerheiligen,So Heilige die nur keiner machen.,AUG-232,AUG,It's augmentation time!,dataaugmenter,0:=So 1:=Heilige 2:=die 3:=nur 4:=keiner 5:=machen.,"[[1], [2, 3, 4, 5]]",2
233,allerheiligen,Weihnachten war ein Tag für alle Heiligen.,AUG-233,AUG,It's augmentation time!,dataaugmenter,0:=Weihnachten 1:=war 2:=ein 3:=Tag 4:=für 5:=alle 6:=Heiligen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
234,allerheiligen,Im 9. Jahrtausend habe Papst Gregor IV. gelebt.,AUG-234,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=9. 2:=Jahrtausend 3:=habe 4:=Papst 5:=Gregor 6:=IV. 7:=gelebt.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
235,allerheiligen,Er habe gesagt: \newline Der 1. Mai soll ein Feier-tag sein.,AUG-235,AUG,It's augmentation time!,dataaugmenter,0:=Er 1:=habe 2:=gesagt: 3:=\newline 4:=Der 5:=1. 6:=Mai 7:=soll 8:=ein 9:=Feier-tag 10:=sein.,"[[0, 1, 2], [5, 6, 7, 9, 10]]",2
236,allerheiligen,Auch am 1. Mai kann Allerheiligen gefeiert werden.,AUG-236,AUG,It's augmentation time!,dataaugmenter,0:=Auch 1:=am 2:=1. 3:=Mai 4:=kann 5:=Allerheiligen 6:=gefeiert 7:=werden.,"[[0, 4, 5, 6, 7], [1, 2, 3]]",2
237,allerheiligen,In der Stadt vor Allerheiligen war Halloween.,AUG-237,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=der 2:=Stadt 3:=vor 4:=Allerheiligen 5:=war 6:=Halloween.,"[[0, 1, 2, 3, 4, 5, 6]]",1
238,allerheiligen,Am Weg nach Allerheiligen sind Allerseelen.,AUG-238,AUG,It's augmentation time!,dataaugmenter,0:=Am 1:=Weg 2:=nach 3:=Allerheiligen 4:=sind 5:=Allerseelen.,"[[0, 1, 2, 3, 4, 5]]",1
239,allerheiligen,Manche Menschen gingen an Allerheiligen auf den Friedhof.,AUG-239,AUG,It's augmentation time!,dataaugmenter,0:=Manche 1:=Menschen 2:=gingen 3:=an 4:=Allerheiligen 5:=auf 6:=den 7:=Friedhof.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
240,allerheiligen,Sie malte häufig die Porträts ihrer Verwandten.,AUG-240,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=malte 2:=häufig 3:=die 4:=Porträts 5:=ihrer 6:=Verwandten.,"[[0, 1, 2, 3, 4, 5, 6]]",1
241,allerheiligen,Sie werfen Eier auf das Grab.,AUG-241,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=werfen 2:=Eier 3:=auf 4:=das 5:=Grab.,"[[0, 1, 2, 3, 4, 5]]",1
242,allerheiligen,Oder sie richten eine Bombe an.,AUG-242,AUG,It's augmentation time!,dataaugmenter,0:=Oder 1:=sie 2:=richten 3:=eine 4:=Bombe 5:=an.,"[[0, 1, 2, 3, 4, 5]]",1
243,allerheiligen,In manchen Regionen war Allerheiligen ein nationaler Feiertag.,AUG-243,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=manchen 2:=Regionen 3:=war 4:=Allerheiligen 5:=ein 6:=nationaler 7:=Feiertag.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
244,allerheiligen,Das ist: \newline Die Menschen müssen nicht zur Arbeit gehen.,AUG-244,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=ist: 2:=\newline 3:=Die 4:=Menschen 5:=müssen 6:=nicht 7:=zur 8:=Arbeit 9:=gehen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1
245,allerheiligen,Lehrer dürfen nicht in die Schule gehen.,AUG-245,AUG,It's augmentation time!,dataaugmenter,0:=Lehrer 1:=dürfen 2:=nicht 3:=in 4:=die 5:=Schule 6:=gehen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
246,allerheiligen,Die Chancen stehen zu.,AUG-246,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Chancen 2:=stehen 3:=zu.,"[[0, 1, 2, 3]]",1
247,allerheiligen,In Berlin wird Allerheiligen in manchen Bundes-ländern ein Feier-tag.,AUG-247,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Berlin 2:=wird 3:=Allerheiligen 4:=in 5:=manchen 6:=Bundes-ländern 7:=ein 8:=Feier-tag.,"[[0, 1], [4, 5, 6]]",2
248,allerheiligen,In: • Berlin,AUG-248,AUG,It's augmentation time!,dataaugmenter,0:=In: 1:=• 2:=Berlin,[],0
249,allerheiligen,In: • Berlin,AUG-249,AUG,It's augmentation time!,dataaugmenter,0:=In: 1:=• 2:=Berlin,[],0
250,allerheiligen,In: • Berlin,AUG-250,AUG,It's augmentation time!,dataaugmenter,0:=In: 1:=• 2:=Berlin,[],0
251,allerheiligen,In: • Berlin,AUG-251,AUG,It's augmentation time!,dataaugmenter,0:=In: 1:=• 2:=Berlin,[],0
252,allerheiligen,In: • Berlin,AUG-252,AUG,It's augmentation time!,dataaugmenter,0:=In: 1:=• 2:=Berlin,[],0
253,allerheiligen,In der Regel sind an Allerheiligen in manchen Kantonen Feier-tag.,AUG-253,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=der 2:=Regel 3:=sind 4:=an 5:=Allerheiligen 6:=in 7:=manchen 8:=Kantonen 9:=Feier-tag.,"[[0, 2], [6, 7, 8]]",2
254,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Österreich,AUG-254,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Österreich,[],0
255,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Liechtenstein,AUG-255,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Liechtenstein,[],0
256,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Luxemburg,AUG-256,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Luxemburg,[],0
257,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Italien,AUG-257,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Italien,[],0
258,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Frankreich,AUG-258,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Frankreich,[],0
259,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Spanien,AUG-259,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Spanien,[],0
260,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Portugal,AUG-260,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Portugal,[],0
261,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Belgien,AUG-261,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Belgien,[],0
262,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Polen,AUG-262,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Polen,[],0
263,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Ungarn,AUG-263,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Ungarn,[],0
264,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Kroatien,AUG-264,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Kroatien,[],0
265,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Slowenien,AUG-265,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Slowenien,[],0
266,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Slowakei,AUG-266,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Slowakei,[],0
267,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Litauen,AUG-267,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Litauen,[],0
268,allerheiligen,In diesen Tagen sind an Allerheiligen Feier-tag: • Philippinen,AUG-268,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=sind 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Philippinen,[],0
269,allerheiligen,In diesen Tagen wird an Allerheiligen Feier-tag: • Schweden der Feier-tag ist nicht erst am 1. November.,AUG-269,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=diesen 2:=Tagen 3:=wird 4:=an 5:=Allerheiligen 6:=Feier-tag: 7:=• 8:=Schweden 9:=der 10:=Feier-tag 11:=ist 12:=nicht 13:=erst 14:=am 15:=1. 16:=November.,[],0
270,allerheiligen,Der Markt lief zwischen dem 31. Oktober und dem 6. November.,AUG-270,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Markt 2:=lief 3:=zwischen 4:=dem 5:=31. 6:=Oktober 7:=und 8:=dem 9:=6. 10:=November.,"[[5, 6], [9, 10]]",2
271,allerheiligen, • Start der Feier-tag ist nicht immer am 1. November.,AUG-271,AUG,It's augmentation time!,dataaugmenter,0:= 1:=• 2:=Start 3:=der 4:=Feier-tag 5:=ist 6:=nicht 7:=immer 8:=am 9:=1. 10:=November.,[],0
272,allerheiligen,Der Markt lief zwischen dem 31. Oktober und dem 6. November.,AUG-272,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Markt 2:=lief 3:=zwischen 4:=dem 5:=31. 6:=Oktober 7:=und 8:=dem 9:=6. 10:=November.,"[[5, 6], [9, 10]]",2
273,allerheiligen,Allerheiligen war ein Asteroid.,AUG-273,AUG,It's augmentation time!,dataaugmenter,0:=Allerheiligen 1:=war 2:=ein 3:=Asteroid.,"[[0, 1, 2, 3]]",1
274,allerheiligen,Kinder lieben diesen Tag.,AUG-274,AUG,It's augmentation time!,dataaugmenter,0:=Kinder 1:=lieben 2:=diesen 3:=Tag.,"[[0, 1, 2, 3]]",1
275,allerheiligen,Es war ein Wunder.,AUG-275,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=war 2:=ein 3:=Wunder.,"[[0, 1, 2, 3]]",1
276,allerheiligen,Die Menschen wenden sich an alle Heiligen.,AUG-276,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Menschen 2:=wenden 3:=sich 4:=an 5:=alle 6:=Heiligen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
277,alles-in-butter,Sex: \newline Dora und Peter haben Streit.,AUG-277,AUG,It's augmentation time!,dataaugmenter,0:=Sex: 1:=\newline 2:=Dora 3:=und 4:=Peter 5:=haben 6:=Streit.,"[[0, 1, 2, 3, 4, 5, 6]]",1
278,alles-in-butter,Aber am kommenden Wochenende kommt wieder alles in Butter.,AUG-278,AUG,It's augmentation time!,dataaugmenter,0:=Aber 1:=am 2:=kommenden 3:=Wochenende 4:=kommt 5:=wieder 6:=alles 7:=in 8:=Butter.,"[[0, 1, 2, 3], [4, 5, 6, 7, 8]]",2
279,alles-in-butter,Paul und Peter haben Streit.,AUG-279,AUG,It's augmentation time!,dataaugmenter,0:=Paul 1:=und 2:=Peter 3:=haben 4:=Streit.,"[[0, 1, 2, 3, 4]]",1
280,alles-in-butter,Aber am nächsten Abend war dann alles in Ordnung.,AUG-280,AUG,It's augmentation time!,dataaugmenter,0:=Aber 1:=am 2:=nächsten 3:=Abend 4:=war 5:=dann 6:=alles 7:=in 8:=Ordnung.,"[[0, 1, 2, 3], [4, 5, 6, 7, 8]]",2
281,alles-in-butter,Paul und Peter haben Streit.,AUG-281,AUG,It's augmentation time!,dataaugmenter,0:=Paul 1:=und 2:=Peter 3:=haben 4:=Streit.,"[[0, 1, 2, 3, 4]]",1
282,alles-in-butter,Aber am späteren Abend trafen sie sich wieder.,AUG-282,AUG,It's augmentation time!,dataaugmenter,0:=Aber 1:=am 2:=späteren 3:=Abend 4:=trafen 5:=sie 6:=sich 7:=wieder.,"[[0, 1, 2, 3], [4, 5, 6, 7]]",2
283,alles-in-butter,Alles in Ordnung lautet eine Redewendung.,AUG-283,AUG,It's augmentation time!,dataaugmenter,0:=Alles 1:=in 2:=Ordnung 3:=lautet 4:=eine 5:=Redewendung.,[],0
284,alles-in-butter,"""Alles in Ordnung"" bedeutet ""alles in Ordnung"".",AUG-284,AUG,It's augmentation time!,dataaugmenter,"0:=""Alles 1:=in 2:=Ordnung"" 3:=bedeutet 4:=""alles 5:=in 6:=Ordnung"".","[[0, 1, 2, 3, 4, 5, 6]]",1
285,alles,Guten: • Alle Guten Dinge sind drei.,AUG-285,AUG,It's augmentation time!,dataaugmenter,0:=Guten: 1:=• 2:=Alle 3:=Guten 4:=Dinge 5:=sind 6:=drei.,[],0
286,alles, • Alles in Ordnung.,AUG-286,AUG,It's augmentation time!,dataaugmenter,0:= 1:=• 2:=Alles 3:=in 4:=Ordnung.,[],0
287,alles, • Alles für die Fans.,AUG-287,AUG,It's augmentation time!,dataaugmenter,0:= 1:=• 2:=Alles 3:=für 4:=die 5:=Fans.,[],0
288,alles," • Es ist nicht alles Gold, was glänzt.",AUG-288,AUG,It's augmentation time!,dataaugmenter,"0:= 1:=• 2:=Es 3:=ist 4:=nicht 5:=alles 6:=Gold, 7:=was 8:=glänzt.","[[2, 3, 4, 5, 6], [7, 8]]",2
289,alles, • Alles über einen Abend scheren.,AUG-289,AUG,It's augmentation time!,dataaugmenter,0:= 1:=• 2:=Alles 3:=über 4:=einen 5:=Abend 6:=scheren.,[],0
290,alles,Alles war das Ende von Nichts.,AUG-290,AUG,It's augmentation time!,dataaugmenter,0:=Alles 1:=war 2:=das 3:=Ende 4:=von 5:=Nichts.,"[[0, 1, 2, 3, 4, 5]]",1
291,alles,Alles bietet die gleiche Sicherheit.,AUG-291,AUG,It's augmentation time!,dataaugmenter,0:=Alles 1:=bietet 2:=die 3:=gleiche 4:=Sicherheit.,"[[0, 1, 2, 3, 4]]",1
292,alles,Alles hängt von dem Planeten All ab.,AUG-292,AUG,It's augmentation time!,dataaugmenter,0:=Alles 1:=hängt 2:=von 3:=dem 4:=Planeten 5:=All 6:=ab.,"[[0, 1, 2, 3, 4, 5, 6]]",1
293,alles,Das Buch heißt Alles.,AUG-293,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Buch 2:=heißt 3:=Alles.,"[[0, 1, 2, 3]]",1
294,allgemeinbildung,Allgemeinˑbildung ist Bildung (Wissen).,AUG-294,AUG,It's augmentation time!,dataaugmenter,0:=Allgemeinˑbildung 1:=ist 2:=Bildung 3:=(Wissen).,"[[2], [3]]",2
295,allgemeinbildung,Das richtige Gefühl für das Leben ist auch Allgemeinˑbildung.,AUG-295,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=richtige 2:=Gefühl 3:=für 4:=das 5:=Leben 6:=ist 7:=auch 8:=Allgemeinˑbildung.,"[[6, 7, 8], [1], [3, 5]]",3
296,allgemeine-geschaftsbedingungen,"Wenn man einen Fehler gemacht, \newline muss man die AGB akzeptieren.",AUG-296,AUG,It's augmentation time!,dataaugmenter,"0:=Wenn 1:=man 2:=einen 3:=Fehler 4:=gemacht, 5:=\newline 6:=muss 7:=man 8:=die 9:=AGB 10:=akzeptieren.","[[0, 1, 3, 4], [6, 7, 9, 10]]",2
297,allgemeine-geschaftsbedingungen,Und man sollte sich an die Regeln halten.,AUG-297,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=man 2:=sollte 3:=sich 4:=an 5:=die 6:=Regeln 7:=halten.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
298,allgemeine-geschaftsbedingungen,Die Leute hätten dann unter einem Vertrag ganz klein ge-schrieben.,AUG-298,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Leute 2:=hätten 3:=dann 4:=unter 5:=einem 6:=Vertrag 7:=ganz 8:=klein 9:=ge-schrieben.,"[[4, 6], [7, 8]]",2
299,allgemeine-geschaftsbedingungen,Einzelne Bundesländer bieten ähnliche Regeln für AGB. • AGB in Deutschland,AUG-299,AUG,It's augmentation time!,dataaugmenter,0:=Einzelne 1:=Bundesländer 2:=bieten 3:=ähnliche 4:=Regeln 5:=für 6:=AGB. 7:=• 8:=AGB 9:=in 10:=Deutschland,[],0
300,allgemeine-geschaftsbedingungen,Deutsche Bundesländer bieten verschiedene Regeln für AGB. • AGB in Österreich,AUG-300,AUG,It's augmentation time!,dataaugmenter,0:=Deutsche 1:=Bundesländer 2:=bieten 3:=verschiedene 4:=Regeln 5:=für 6:=AGB. 7:=• 8:=AGB 9:=in 10:=Österreich,[],0
301,allgemeine-geschaftsbedingungen,Technische Regeln Allgemeine Regeln.,AUG-301,AUG,It's augmentation time!,dataaugmenter,0:=Technische 1:=Regeln 2:=Allgemeine 3:=Regeln.,"[[0, 1, 2, 3]]",1
302,allgemeine-geschaftsbedingungen,Zum Glück wenn man was im Internet findet.,AUG-302,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Glück 2:=wenn 3:=man 4:=was 5:=im 6:=Internet 7:=findet.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
303,allgemeine-geschaftsbedingungen,"Das beste Beispiel für Allgemeine Geschäfts-bedingungen sind AGB.  \newline  \newline Immer wenn man etwas bestellt,  \newline muss man die AGB vom Verkäufer akzeptieren.",AUG-303,AUG,It's augmentation time!,dataaugmenter,"0:=Das 1:=beste 2:=Beispiel 3:=für 4:=Allgemeine 5:=Geschäfts-bedingungen 6:=sind 7:=AGB. 8:= 9:=\newline 10:= 11:=\newline 12:=Immer 13:=wenn 14:=man 15:=etwas 16:=bestellt, 17:= 18:=\newline 19:=muss 20:=man 21:=die 22:=AGB 23:=vom 24:=Verkäufer 25:=akzeptieren.",[],0
304,allgemeines-gleichbehandlungsgesetz,"Im kommenden Artikel lesen, 
diese Menschen sollen besser geschützt werden: • Alte Menschen",AUG-304,AUG,It's augmentation time!,dataaugmenter,"0:=Im 1:=kommenden 2:=Artikel 3:=lesen, 4:=
diese 5:=Menschen 6:=sollen 7:=besser 8:=geschützt 9:=werden: 10:=• 11:=Alte 12:=Menschen",[],0
305,allgemeines-gleichbehandlungsgesetz,"Im vorliegenden Artikel heißt, 
diese Menschen sollen besser geschützt werden: • Menschen mit Behinderung",AUG-305,AUG,It's augmentation time!,dataaugmenter,"0:=Im 1:=vorliegenden 2:=Artikel 3:=heißt, 4:=
diese 5:=Menschen 6:=sollen 7:=besser 8:=geschützt 9:=werden: 10:=• 11:=Menschen 12:=mit 13:=Behinderung",[],0
306,allgemeines-gleichbehandlungsgesetz,"Im vorliegenden Buch heißt, 
diese Menschen sollen besser geschützt werden: • Menschen, die an einen anderen Gott glauben",AUG-306,AUG,It's augmentation time!,dataaugmenter,"0:=Im 1:=vorliegenden 2:=Buch 3:=heißt, 4:=
diese 5:=Menschen 6:=sollen 7:=besser 8:=geschützt 9:=werden: 10:=• 11:=Menschen, 12:=die 13:=an 14:=einen 15:=anderen 16:=Gott 17:=glauben",[],0
307,allgemeines-gleichbehandlungsgesetz,"Im kommenden Artikel erklärt, 
diese Menschen sollen besser geschützt werden: • Menschen, die eine andere Haut-farbe haben",AUG-307,AUG,It's augmentation time!,dataaugmenter,"0:=Im 1:=kommenden 2:=Artikel 3:=erklärt, 4:=
diese 5:=Menschen 6:=sollen 7:=besser 8:=geschützt 9:=werden: 10:=• 11:=Menschen, 12:=die 13:=eine 14:=andere 15:=Haut-farbe 16:=haben",[],0
308,allgemeines-gleichbehandlungsgesetz,"Im kommenden Artikel lesen, 
diese Menschen sollen besser geschützt werden: • Menschen, die schwul oder lesbisch sind",AUG-308,AUG,It's augmentation time!,dataaugmenter,"0:=Im 1:=kommenden 2:=Artikel 3:=lesen, 4:=
diese 5:=Menschen 6:=sollen 7:=besser 8:=geschützt 9:=werden: 10:=• 11:=Menschen, 12:=die 13:=schwul 14:=oder 15:=lesbisch 16:=sind",[],0
309,allgemeines-gleichbehandlungsgesetz,"Im vorliegenden Artikel heißt, 
diese Menschen sollen besser geschützt werden: • Menschen, die aus einem anderen Land kommen",AUG-309,AUG,It's augmentation time!,dataaugmenter,"0:=Im 1:=vorliegenden 2:=Artikel 3:=heißt, 4:=
diese 5:=Menschen 6:=sollen 7:=besser 8:=geschützt 9:=werden: 10:=• 11:=Menschen, 12:=die 13:=aus 14:=einem 15:=anderen 16:=Land 17:=kommen",[],0
310,allgemeines-gleichbehandlungsgesetz,Sie dürfen nicht benachteiligt werden.,AUG-310,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=dürfen 2:=nicht 3:=benachteiligt 4:=werden.,"[[0, 1, 2, 3, 4]]",1
311,allgemeines-gleichbehandlungsgesetz,"Das ist,  \newline sie dürfen nicht schlechter behandelt werden als andere Personen.",AUG-311,AUG,It's augmentation time!,dataaugmenter,"0:=Das 1:=ist, 2:= 3:=\newline 4:=sie 5:=dürfen 6:=nicht 7:=schlechter 8:=behandelt 9:=werden 10:=als 11:=andere 12:=Personen.","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]]",1
312,allgemeines-gleichbehandlungsgesetz,Zum Glück sollten Frauen und Männer gemeinsam behandelt werden.,AUG-312,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Glück 2:=sollten 3:=Frauen 4:=und 5:=Männer 6:=gemeinsam 7:=behandelt 8:=werden.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1
313,allgemeines-gleichbehandlungsgesetz,Seit dem 14.8.2006 führt es das Register.,AUG-313,AUG,It's augmentation time!,dataaugmenter,0:=Seit 1:=dem 2:=14.8.2006 3:=führt 4:=es 5:=das 6:=Register.,"[[0, 1, 2], [3, 5, 6]]",2
314,allgemeines-gleichbehandlungsgesetz,Das Gesetz war vom Bundestag beschlossen worden.,AUG-314,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Gesetz 2:=war 3:=vom 4:=Bundestag 5:=beschlossen 6:=worden.,"[[1, 2, 5, 6], [3, 4]]",2
315,allgemeines-gleichbehandlungsgesetz,Später trug das Allgemeine Journal einen anderen Namen.,AUG-315,AUG,It's augmentation time!,dataaugmenter,0:=Später 1:=trug 2:=das 3:=Allgemeine 4:=Journal 5:=einen 6:=anderen 7:=Namen.,"[[0, 1, 2, 3, 4, 5, 6, 7]]",1
316,allgemeines-gleichbehandlungsgesetz,Es trug zunächst den Titel Anti-diskriminierungs-gesetz.,AUG-316,AUG,It's augmentation time!,dataaugmenter,0:=Es 1:=trug 2:=zunächst 3:=den 4:=Titel 5:=Anti-diskriminierungs-gesetz.,"[[0, 1, 2, 3, 4, 5]]",1
317,allgemeines-gleichbehandlungsgesetz,Die Bezeichnung für Anti-diskriminierungs-gesetz lautet ADG.  \newline Viele Menschen sagen immer noch Anti-diskriminierungs-gesetz.,AUG-317,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Bezeichnung 2:=für 3:=Anti-diskriminierungs-gesetz 4:=lautet 5:=ADG. 6:= 7:=\newline 8:=Viele 9:=Menschen 10:=sagen 11:=immer 12:=noch 13:=Anti-diskriminierungs-gesetz.,[],0
318,allgemeines-gleichbehandlungsgesetz,Das neue Gesetz war ein Gesetz.,AUG-318,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=neue 2:=Gesetz 3:=war 4:=ein 5:=Gesetz.,"[[0, 1, 2, 3, 4, 5]]",1
319,allgemeines-gleichbehandlungsgesetz,Das Geld solle Menschen vor Ungerechtigkeit schützen.,AUG-319,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=Geld 2:=solle 3:=Menschen 4:=vor 5:=Ungerechtigkeit 6:=schützen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
320,allgemeines-gleichbehandlungsgesetz,Und es will Frauen vor Diskriminierung schützen.,AUG-320,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=es 2:=will 3:=Frauen 4:=vor 5:=Diskriminierung 6:=schützen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
321,allgemeines-gleichbehandlungsgesetz,Zum Ausgleich bei Benachteiligung bei der Arbeit.,AUG-321,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Ausgleich 2:=bei 3:=Benachteiligung 4:=bei 5:=der 6:=Arbeit.,[],0
322,alltagsmaske,Eine Uhr war aus Stoff.,AUG-322,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Uhr 2:=war 3:=aus 4:=Stoff.,"[[0, 1, 2, 3, 4]]",1
323,alltagsmaske,Meistens aus Deutschland.,AUG-323,AUG,It's augmentation time!,dataaugmenter,0:=Meistens 1:=aus 2:=Deutschland.,[],0
324,alltagsmaske,Man hielt sie mit einem Messer hinter den Ohren zusammen.,AUG-324,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=hielt 2:=sie 3:=mit 4:=einem 5:=Messer 6:=hinter 7:=den 8:=Ohren 9:=zusammen.,"[[3, 5], [6, 8]]",2
325,alltagsmaske,Eine Frau trägt eine Maske für das Gesicht.,AUG-325,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Frau 2:=trägt 3:=eine 4:=Maske 5:=für 6:=das 7:=Gesicht.,"[[1, 2], [5, 6, 7]]",2
326,alltagsmaske,Man verliert den Kopf.,AUG-326,AUG,It's augmentation time!,dataaugmenter,0:=Man 1:=verliert 2:=den 3:=Kopf.,"[[0, 1, 2, 3]]",1
327,alltagsmaske,Und man sieht die Kinder.,AUG-327,AUG,It's augmentation time!,dataaugmenter,0:=Und 1:=man 2:=sieht 3:=die 4:=Kinder.,"[[0, 1, 2, 3, 4]]",1
328,alltagsmaske,Damit keine Tränen in das Gesicht schlagen.,AUG-328,AUG,It's augmentation time!,dataaugmenter,0:=Damit 1:=keine 2:=Tränen 3:=in 4:=das 5:=Gesicht 6:=schlagen.,"[[0, 1, 2, 3, 4, 5, 6]]",1
329,alltagsmaske,Eine Uhr lässt die Atem-wege.,AUG-329,AUG,It's augmentation time!,dataaugmenter,0:=Eine 1:=Uhr 2:=lässt 3:=die 4:=Atem-wege.,"[[0, 1, 2, 3, 4]]",1
